year, deforest_emission, woodwaste_emission, palms_harvest, palms_NEP, palms_C_stocks
44,6.57739e+09,1.83383e+09,5.77925e+09,5.46442e+09,9.24614e+09
45,6.72699e+09,1.8852e+09,5.99911e+09,5.61793e+09,9.4835e+09
46,6.87657e+09,1.93668e+09,6.22305e+09,5.77308e+09,9.69908e+09
47,7.02626e+09,1.9885e+09,6.44804e+09,5.92135e+09,9.93114e+09
48,7.17577e+09,2.04053e+09,6.67412e+09,6.07224e+09,1.01658e+10
49,7.32549e+09,2.09136e+09,6.90226e+09,6.22479e+09,1.04022e+10
50,7.47497e+09,2.14321e+09,7.13139e+09,6.37513e+09,1.06364e+10
51,7.62476e+09,2.19458e+09,7.36158e+09,6.52805e+09,1.08731e+10
52,7.77424e+09,2.24631e+09,7.59331e+09,6.68285e+09,1.11118e+10
53,7.92367e+09,2.29765e+09,7.82841e+09,6.83944e+09,1.13288e+10
54,8.07315e+09,2.34937e+09,8.06204e+09,6.98901e+09,1.15622e+10
55,8.22266e+09,2.40107e+09,8.29515e+09,7.13572e+09,1.17929e+10
56,8.37203e+09,2.45298e+09,8.53031e+09,7.28366e+09,1.20246e+10
57,8.52134e+09,2.50295e+09,8.76402e+09,7.43462e+09,1.22594e+10
58,8.67073e+09,2.55367e+09,8.99621e+09,7.58373e+09,1.24924e+10
59,8.82022e+09,2.60601e+09,9.23177e+09,7.73457e+09,1.27037e+10
60,8.96985e+09,2.6568e+09,9.46583e+09,7.88338e+09,1.29363e+10
61,9.11909e+09,2.70823e+09,9.69793e+09,8.03067e+09,1.31675e+10
62,9.2688e+09,2.75975e+09,9.93146e+09,8.17987e+09,1.34004e+10
63,9.41804e+09,2.81068e+09,1.0164e+10,8.3315e+09,1.36359e+10
64,9.56733e+09,2.86107e+09,1.03951e+10,8.48115e+09,1.38694e+10
65,9.71665e+09,2.91184e+09,1.06247e+10,8.63386e+09,1.4106e+10
66,9.86609e+09,2.96297e+09,1.08583e+10,8.78788e+09,1.43206e+10
67,1.00156e+10,3.01372e+09,1.10903e+10,8.93521e+09,1.45518e+10
68,1.01647e+10,3.0653e+09,1.13214e+10,9.08495e+09,1.47854e+10
69,1.03143e+10,3.11813e+09,1.15545e+10,9.23605e+09,1.50203e+10
70,1.04637e+10,3.17078e+09,1.17861e+10,9.38525e+09,1.52533e+10
71,1.06132e+10,3.22198e+09,1.20162e+10,9.53752e+09,1.54895e+10
72,1.07628e+10,3.27405e+09,1.22503e+10,9.6909e+09,1.57033e+10
73,1.09122e+10,3.32616e+09,1.24827e+10,9.83757e+09,1.59338e+10
74,1.10617e+10,3.3783e+09,1.27138e+10,9.98739e+09,1.61676e+10
75,1.12115e+10,3.43066e+09,1.29468e+10,1.01384e+10,1.64024e+10
76,1.13611e+10,3.48236e+09,1.31784e+10,1.02925e+10,1.66403e+10
77,1.15105e+10,3.53458e+09,1.34085e+10,1.04448e+10,1.68764e+10
78,1.16597e+10,3.58655e+09,1.36376e+10,1.05996e+10,1.71151e+10
79,1.18093e+10,3.63787e+09,1.38707e+10,1.07556e+10,1.73315e+10
80,1.19585e+10,3.68944e+09,1.41048e+10,1.09041e+10,1.75638e+10
81,1.2108e+10,3.74068e+09,1.43384e+10,1.10593e+10,1.78028e+10
82,1.22576e+10,3.79233e+09,1.45716e+10,1.12116e+10,1.80388e+10
83,1.24071e+10,3.84408e+09,1.48057e+10,1.13661e+10,1.8277e+10
84,1.25563e+10,3.89642e+09,1.50389e+10,1.1523e+10,1.85178e+10
85,1.27063e+10,3.94816e+09,1.52734e+10,1.16769e+10,1.8732e+10
86,1.28559e+10,3.9991e+09,1.55095e+10,1.18276e+10,1.89666e+10
87,1.30051e+10,4.05011e+09,1.57447e+10,1.19804e+10,1.92033e+10
88,1.31546e+10,4.10101e+09,1.59794e+10,1.21303e+10,1.9437e+10
89,1.33039e+10,4.15231e+09,1.6215e+10,1.22824e+10,1.9673e+10
90,1.34532e+10,4.20371e+09,1.64497e+10,1.2437e+10,1.99114e+10
91,1.36029e+10,4.25572e+09,1.6683e+10,1.25893e+10,2.01476e+10
92,1.37526e+10,4.30648e+09,1.69196e+10,1.27434e+10,2.0362e+10
93,1.39019e+10,4.35869e+09,1.71553e+10,1.28949e+10,2.05974e+10
94,1.40513e+10,4.40978e+09,1.739e+10,1.30439e+10,2.08303e+10
95,1.42007e+10,4.4599e+09,1.76262e+10,1.31946e+10,2.10649e+10
96,1.43501e+10,4.51207e+09,1.78614e+10,1.33475e+10,2.13017e+10
97,1.44997e+10,4.56347e+09,1.80952e+10,1.34984e+10,2.15365e+10
98,1.4649e+10,4.61449e+09,1.83324e+10,1.36509e+10,2.17494e+10
99,1.47984e+10,4.66593e+09,1.85685e+10,1.38008e+10,2.19833e+10
100,1.49479e+10,4.71558e+09,1.88032e+10,1.39488e+10,2.22151e+10
