year, deforest_emission, woodwaste_emission, palms_harvest, palms_NEP, palms_C_stocks
61,4.48493e+09,1.45635e+09,6.60312e+09,4.41452e+09,6.76291e+09
62,4.48493e+09,1.45842e+09,6.63812e+09,4.42273e+09,6.76125e+09
63,4.48493e+09,1.46055e+09,6.6726e+09,4.43232e+09,6.76098e+09
64,4.48493e+09,1.4625e+09,6.70611e+09,4.43912e+09,6.75792e+09
65,4.48493e+09,1.46462e+09,6.73866e+09,4.44787e+09,6.7568e+09
66,4.48493e+09,1.46659e+09,6.77315e+09,4.4576e+09,6.75667e+09
67,4.48493e+09,1.46835e+09,6.80665e+09,4.46447e+09,6.75366e+09
68,4.48493e+09,1.47028e+09,6.83919e+09,4.47333e+09,6.75265e+09
69,4.48493e+09,1.47213e+09,6.87368e+09,4.48318e+09,6.75264e+09
70,4.48493e+09,1.47401e+09,6.90719e+09,4.49012e+09,6.74972e+09
71,4.48493e+09,1.47593e+09,6.93975e+09,4.49911e+09,6.74884e+09
72,4.48493e+09,1.47774e+09,6.97423e+09,4.50905e+09,6.7489e+09
73,4.48493e+09,1.47956e+09,7.00772e+09,4.51616e+09,6.74615e+09
74,4.48493e+09,1.4814e+09,7.04023e+09,4.52536e+09,6.7455e+09
75,4.48493e+09,1.48326e+09,7.07471e+09,4.53549e+09,6.74578e+09
76,4.48493e+09,1.48517e+09,7.10824e+09,4.5475e+09,6.74791e+09
77,4.48493e+09,1.4871e+09,7.14078e+09,4.55671e+09,6.74726e+09
78,4.48493e+09,1.48898e+09,7.17286e+09,4.56746e+09,6.74814e+09
79,4.48493e+09,1.49092e+09,7.20695e+09,4.57915e+09,6.74995e+09
80,4.48493e+09,1.49289e+09,7.24249e+09,4.58743e+09,6.74837e+09
81,4.48493e+09,1.4949e+09,7.27758e+09,4.60185e+09,6.75293e+09
82,4.48493e+09,1.49692e+09,7.31221e+09,4.61281e+09,6.75403e+09
83,4.48493e+09,1.49906e+09,7.34825e+09,4.62519e+09,6.75654e+09
84,4.48493e+09,1.50107e+09,7.38384e+09,4.63883e+09,6.76032e+09
85,4.48493e+09,1.50339e+09,7.41896e+09,4.64907e+09,6.76071e+09
86,4.48493e+09,1.50547e+09,7.45608e+09,4.66007e+09,6.76186e+09
87,4.48493e+09,1.50759e+09,7.49271e+09,4.67246e+09,6.7644e+09
88,4.48493e+09,1.50988e+09,7.5289e+09,4.68127e+09,6.76335e+09
89,4.48493e+09,1.51213e+09,7.56651e+09,4.69148e+09,6.76371e+09
90,4.48493e+09,1.51466e+09,7.60366e+09,4.70293e+09,6.76527e+09
91,4.48493e+09,1.51687e+09,7.63984e+09,4.71144e+09,6.7639e+09
92,4.48493e+09,1.51939e+09,7.67745e+09,4.72125e+09,6.76383e+09
93,4.48493e+09,1.52192e+09,7.71459e+09,4.73237e+09,6.76509e+09
94,4.48493e+09,1.52439e+09,7.75077e+09,4.74055e+09,6.76342e+09
95,4.48493e+09,1.52669e+09,7.78841e+09,4.74997e+09,6.76296e+09
96,4.48493e+09,1.52926e+09,7.82554e+09,4.76068e+09,6.76381e+09
97,4.48493e+09,1.53166e+09,7.86166e+09,4.7685e+09,6.76178e+09
98,4.48493e+09,1.53407e+09,7.89928e+09,4.77754e+09,6.76095e+09
99,4.48493e+09,1.53667e+09,7.93637e+09,4.78789e+09,6.76144e+09
100,4.48493e+09,1.53932e+09,7.97246e+09,4.79526e+09,6.75893e+09
