year, deforest_emission, woodwaste_emission, palms_harvest, palms_NEP, palms_C_stocks
68,4.48551e+09,1.67643e+09,4.73042e+09,4.64419e+09,4.14946e+09
69,4.48551e+09,1.68318e+09,4.75228e+09,4.65429e+09,4.14946e+09
70,4.48551e+09,1.69006e+09,4.77307e+09,4.66125e+09,4.14631e+09
71,4.48551e+09,1.69669e+09,4.79541e+09,4.67031e+09,4.14528e+09
72,4.48551e+09,1.70339e+09,4.81725e+09,4.68053e+09,4.1454e+09
73,4.48551e+09,1.71011e+09,4.83806e+09,4.68763e+09,4.1424e+09
74,4.48551e+09,1.71641e+09,4.86042e+09,4.6968e+09,4.14148e+09
75,4.48551e+09,1.7231e+09,4.88225e+09,4.70711e+09,4.14169e+09
76,4.48551e+09,1.72953e+09,4.90305e+09,4.71433e+09,4.1388e+09
77,4.48551e+09,1.73629e+09,4.92543e+09,4.72357e+09,4.13793e+09
78,4.48551e+09,1.74289e+09,4.94727e+09,4.73404e+09,4.13831e+09
79,4.48551e+09,1.74937e+09,4.97066e+09,4.74168e+09,4.13586e+09
80,4.48551e+09,1.75598e+09,4.99303e+09,4.75093e+09,4.13501e+09
81,4.48551e+09,1.76264e+09,5.01485e+09,4.75659e+09,4.13057e+09
82,4.48551e+09,1.76921e+09,5.03826e+09,4.7643e+09,4.12818e+09
83,4.48551e+09,1.77562e+09,5.06062e+09,4.77366e+09,4.12744e+09
84,4.48551e+09,1.78205e+09,5.08193e+09,4.77994e+09,4.12362e+09
85,4.48551e+09,1.78862e+09,5.10481e+09,4.78825e+09,4.12182e+09
86,4.48551e+09,1.79513e+09,5.12666e+09,4.79821e+09,4.12168e+09
87,4.48551e+09,1.80161e+09,5.14746e+09,4.80508e+09,4.11845e+09
88,4.48551e+09,1.80813e+09,5.1698e+09,4.81403e+09,4.11731e+09
89,4.48551e+09,1.81448e+09,5.19162e+09,4.82897e+09,4.12215e+09
90,4.48551e+09,1.82097e+09,5.21241e+09,4.84065e+09,4.12373e+09
91,4.48551e+09,1.82752e+09,5.23477e+09,4.85438e+09,4.12736e+09
92,4.48551e+09,1.83403e+09,5.25713e+09,4.86863e+09,4.13153e+09
93,4.48551e+09,1.8403e+09,5.27897e+09,4.87916e+09,4.13196e+09
94,4.48551e+09,1.84673e+09,5.3029e+09,4.89112e+09,4.13381e+09
95,4.48551e+09,1.85293e+09,5.3268e+09,4.90369e+09,4.1363e+09
96,4.48551e+09,1.85957e+09,5.35019e+09,4.91248e+09,4.135e+09
97,4.48551e+09,1.86588e+09,5.37514e+09,4.92326e+09,4.13569e+09
98,4.48551e+09,1.87255e+09,5.39958e+09,4.93987e+09,4.14219e+09
99,4.48551e+09,1.8792e+09,5.42559e+09,4.95344e+09,4.14566e+09
100,4.48551e+09,1.88556e+09,5.45054e+09,4.96849e+09,4.15059e+09
