year, deforest_emission, woodwaste_emission, palms_harvest, palms_NEP, palms_C_stocks
38,1.13604e+10,2.97292e+09,8.98225e+09,9.16936e+09,9.05095e+09
39,1.16597e+10,3.0682e+09,9.38929e+09,9.46216e+09,9.33388e+09
40,1.19588e+10,3.16291e+09,9.79921e+09,9.75878e+09,9.62062e+09
41,1.22574e+10,3.25697e+09,1.02099e+10,1.00498e+10,9.90182e+09
42,1.2556e+10,3.35086e+09,1.06222e+10,1.03442e+10,1.01863e+10
43,1.28548e+10,3.44596e+09,1.10386e+10,1.0641e+10,1.04733e+10
44,1.31536e+10,3.54071e+09,1.14553e+10,1.09322e+10,1.07547e+10
45,1.34527e+10,3.63662e+09,1.18739e+10,1.12263e+10,1.10388e+10
46,1.37513e+10,3.73164e+09,1.22964e+10,1.15227e+10,1.13254e+10
47,1.40502e+10,3.82552e+09,1.27196e+10,1.18132e+10,1.1606e+10
48,1.43492e+10,3.91895e+09,1.31433e+10,1.21073e+10,1.18903e+10
49,1.46483e+10,4.01527e+09,1.3571e+10,1.24034e+10,1.21764e+10
50,1.49473e+10,4.10942e+09,1.39991e+10,1.26934e+10,1.24566e+10
51,1.52462e+10,4.20391e+09,1.44278e+10,1.29869e+10,1.27402e+10
52,1.55453e+10,4.29846e+09,1.4858e+10,1.32825e+10,1.3026e+10
53,1.58448e+10,4.39306e+09,1.52912e+10,1.35812e+10,1.33148e+10
54,1.61438e+10,4.48675e+09,1.57223e+10,1.3874e+10,1.35977e+10
55,1.64429e+10,4.58201e+09,1.61526e+10,1.41646e+10,1.38784e+10
56,1.67414e+10,4.67816e+09,1.65867e+10,1.44569e+10,1.41609e+10
57,1.70399e+10,4.77337e+09,1.70189e+10,1.47482e+10,1.44424e+10
58,1.73392e+10,4.86786e+09,1.74497e+10,1.5038e+10,1.47222e+10
59,1.76381e+10,4.96208e+09,1.78839e+10,1.53298e+10,1.50042e+10
60,1.79375e+10,5.05837e+09,1.8316e+10,1.56209e+10,1.52855e+10
61,1.82362e+10,5.15308e+09,1.87457e+10,1.59115e+10,1.55662e+10
62,1.8535e+10,5.24725e+09,1.91788e+10,1.62043e+10,1.58491e+10
63,1.88341e+10,5.34366e+09,1.96103e+10,1.64955e+10,1.61305e+10
64,1.91326e+10,5.43794e+09,2.00399e+10,1.67856e+10,1.64107e+10
65,1.94311e+10,5.53266e+09,2.04681e+10,1.70793e+10,1.66946e+10
66,1.97303e+10,5.62753e+09,2.08997e+10,1.73754e+10,1.69809e+10
67,2.00296e+10,5.72289e+09,2.13292e+10,1.76657e+10,1.72613e+10
68,2.03284e+10,5.81598e+09,2.17573e+10,1.79595e+10,1.75452e+10
69,2.06274e+10,5.91257e+09,2.21893e+10,1.82549e+10,1.78307e+10
70,2.09266e+10,6.00877e+09,2.26194e+10,1.85446e+10,1.81106e+10
71,2.12256e+10,6.10473e+09,2.3048e+10,1.88378e+10,1.8394e+10
72,2.1525e+10,6.20045e+09,2.34806e+10,1.91326e+10,1.86788e+10
73,2.18239e+10,6.29618e+09,2.39112e+10,1.94217e+10,1.89581e+10
74,2.21232e+10,6.391e+09,2.43398e+10,1.97145e+10,1.92411e+10
75,2.24223e+10,6.4858e+09,2.47724e+10,2.00092e+10,1.95259e+10
76,2.27212e+10,6.58078e+09,2.52031e+10,2.03028e+10,1.98096e+10
77,2.30201e+10,6.67627e+09,2.56317e+10,2.05955e+10,2.00924e+10
78,2.33194e+10,6.77101e+09,2.60594e+10,2.08912e+10,2.03782e+10
79,2.36185e+10,6.8671e+09,2.64906e+10,2.11893e+10,2.06666e+10
80,2.39177e+10,6.96217e+09,2.69222e+10,2.14809e+10,2.09483e+10
81,2.42165e+10,7.05627e+09,2.73529e+10,2.17801e+10,2.12376e+10
82,2.45158e+10,7.14992e+09,2.77851e+10,2.20766e+10,2.15242e+10
83,2.48149e+10,7.24448e+09,2.82178e+10,2.23713e+10,2.18091e+10
84,2.51134e+10,7.33916e+09,2.86495e+10,2.2669e+10,2.20969e+10
85,2.54121e+10,7.43302e+09,2.90827e+10,2.29641e+10,2.23821e+10
86,2.57112e+10,7.52927e+09,2.95167e+10,2.32572e+10,2.26654e+10
87,2.601e+10,7.62555e+09,2.99495e+10,2.35532e+10,2.29515e+10
88,2.6309e+10,7.72021e+09,3.03838e+10,2.38465e+10,2.3235e+10
89,2.66084e+10,7.81313e+09,3.08184e+10,2.41384e+10,2.3517e+10
90,2.6907e+10,7.90772e+09,3.12518e+10,2.44332e+10,2.3802e+10
91,2.72059e+10,8.00252e+09,3.16835e+10,2.47267e+10,2.40856e+10
92,2.75048e+10,8.09876e+09,3.21182e+10,2.5023e+10,2.4372e+10
93,2.78036e+10,8.19525e+09,3.25514e+10,2.53175e+10,2.46567e+10
94,2.81027e+10,8.29115e+09,3.29832e+10,2.56105e+10,2.49398e+10
95,2.84017e+10,8.38367e+09,3.34184e+10,2.59057e+10,2.52251e+10
96,2.87005e+10,8.47941e+09,3.38521e+10,2.61991e+10,2.55087e+10
97,2.9e+10,8.57487e+09,3.42844e+10,2.64909e+10,2.57906e+10
98,2.92988e+10,8.67126e+09,3.47201e+10,2.67848e+10,2.60746e+10
99,2.95976e+10,8.76533e+09,3.51543e+10,2.7077e+10,2.6357e+10
100,2.98965e+10,8.85948e+09,3.55865e+10,2.73681e+10,2.66383e+10
